,landmark,inference_text,inference_score,landmark_bbox,match_bbox,frame,frame_num,ssocr
5,WATTS,,,"[[707. 434.]
 [879. 439.]
 [877. 503.]
 [705. 498.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1508.png,1508,123_
0,CADENCE,46,0.9989421367645264,"[[1122.  443.]
 [1340.  443.]
 [1340.  504.]
 [1122.  504.]]","[[1184.  520.]
 [1360.  520.]
 [1360.  651.]
 [1184.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1509.png,1509,46
1,CALORIES,3,0.9441847205162048,"[[1092.  800.]
 [1322.  800.]
 [1322.  862.]
 [1092.  862.]]","[[1158.  891.]
 [1240.  891.]
 [1240. 1001.]
 [1158. 1001.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1509.png,1509,3
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1509.png,1509,0.2....1.
3,SPEED,,,"[[216. 437.]
 [368. 437.]
 [368. 494.]
 [216. 494.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1509.png,1509,17.1
4,TIME,0.2100:50,0.9207656383514404,"[[758. 798.]
 [882. 798.]
 [882. 858.]
 [758. 858.]]","[[ 287.  869.]
 [1016.  876.]
 [1015. 1013.]
 [ 286. 1006.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1509.png,1509,001__.
5,WATTS,,,"[[708. 441.]
 [878. 441.]
 [878. 504.]
 [708. 504.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1509.png,1509,123
0,CADENCE,46,0.9961579442024231,"[[1122.  443.]
 [1340.  443.]
 [1340.  504.]
 [1122.  504.]]","[[1184.  518.]
 [1360.  518.]
 [1360.  651.]
 [1184.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1510.png,1510,46
1,CALORIES,,,"[[1091.  798.]
 [1322.  802.]
 [1321.  864.]
 [1090.  859.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1510.png,1510,3
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1510.png,1510,0.2..1
3,SPEED,,,"[[216. 437.]
 [368. 437.]
 [368. 494.]
 [216. 494.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1510.png,1510,1-1.1
4,TIME,0.2100:50,0.9512045979499817,"[[758. 798.]
 [882. 798.]
 [882. 860.]
 [758. 860.]]","[[ 287.  869.]
 [1016.  876.]
 [1015. 1013.]
 [ 286. 1006.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1510.png,1510,001_0
5,WATTS,123,0.9873738288879395,"[[708. 441.]
 [878. 441.]
 [878. 504.]
 [708. 504.]]","[[ 750.  506.]
 [1078.  506.]
 [1078.  655.]
 [ 750.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1510.png,1510,123
0,CADENCE,46,0.9990774989128113,"[[1124.  445.]
 [1338.  445.]
 [1338.  500.]
 [1124.  500.]]","[[1182.  520.]
 [1358.  520.]
 [1358.  651.]
 [1182.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1511.png,1511,46
1,CALORIES,3,0.9698502421379089,"[[1090.  800.]
 [1320.  800.]
 [1320.  862.]
 [1090.  862.]]","[[1158.  891.]
 [1240.  891.]
 [1240. 1001.]
 [1158. 1001.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1511.png,1511,3
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1511.png,1511,0.2....1.
3,SPEED,,,"[[216. 437.]
 [368. 437.]
 [368. 494.]
 [216. 494.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1511.png,1511,1-1.1
4,TIME,0.21.00:50,0.9200924634933472,"[[758. 798.]
 [882. 798.]
 [882. 860.]
 [758. 860.]]","[[ 287.  869.]
 [1016.  876.]
 [1015. 1015.]
 [ 286. 1008.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1511.png,1511,00150
5,WATTS,,,"[[708. 441.]
 [878. 441.]
 [878. 504.]
 [708. 504.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1511.png,1511,123
0,CADENCE,46,0.9972717761993408,"[[1124.  445.]
 [1338.  445.]
 [1338.  500.]
 [1124.  500.]]","[[1184.  518.]
 [1358.  518.]
 [1358.  651.]
 [1184.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1512.png,1512,46
1,CALORIES,3,0.9473551511764526,"[[1093.  798.]
 [1320.  802.]
 [1319.  864.]
 [1092.  859.]]","[[1158.  891.]
 [1240.  891.]
 [1240. 1001.]
 [1158. 1001.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1512.png,1512,3
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1512.png,1512,0.2.1.
3,SPEED,17.,0.9061163067817688,"[[216. 437.]
 [368. 437.]
 [368. 494.]
 [216. 494.]]","[[277. 502.]
 [511. 533.]
 [493. 662.]
 [259. 631.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1512.png,1512,1-1.1
4,TIME,0.2100:50,0.9486303329467773,"[[758. 798.]
 [882. 798.]
 [882. 858.]
 [758. 858.]]","[[ 287.  869.]
 [1014.  876.]
 [1013. 1013.]
 [ 286. 1006.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1512.png,1512,00150
5,WATTS,,,"[[708. 441.]
 [878. 441.]
 [878. 504.]
 [708. 504.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1512.png,1512,123
0,CADENCE,46,0.9979065656661987,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1184.  516.]
 [1358.  516.]
 [1358.  651.]
 [1184.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1513.png,1513,46
1,CALORIES,3,0.9892755150794983,"[[1091.  796.]
 [1320.  800.]
 [1319.  862.]
 [1090.  857.]]","[[1158.  889.]
 [1238.  889.]
 [1238. 1001.]
 [1158. 1001.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1513.png,1513,3
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1513.png,1513,0.21
3,SPEED,,,"[[213. 432.]
 [369. 437.]
 [367. 497.]
 [211. 492.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1513.png,1513,1-1.1
4,TIME,0.2100:50,0.9500091075897217,"[[754. 794.]
 [884. 794.]
 [884. 860.]
 [754. 860.]]","[[ 287.  867.]
 [1015.  876.]
 [1013. 1013.]
 [ 285. 1004.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1513.png,1513,-
5,WATTS,123,0.9935901165008545,"[[708. 439.]
 [878. 439.]
 [878. 502.]
 [708. 502.]]","[[ 748.  506.]
 [1008.  506.]
 [1008.  653.]
 [ 748.  653.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1513.png,1513,123
0,CADENCE,46,0.9984796047210693,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1184.  518.]
 [1358.  518.]
 [1358.  651.]
 [1184.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1514.png,1514,46
1,CALORIES,,,"[[1093.  798.]
 [1319.  805.]
 [1317.  862.]
 [1091.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1514.png,1514,3
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1514.png,1514,0.21
3,SPEED,,,"[[214. 433.]
 [370. 433.]
 [370. 496.]
 [214. 496.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1514.png,1514,1-1.1
4,TIME,05:001.20,0.9165743589401245,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 288.  872.]
 [1014.  872.]
 [1014. 1009.]
 [ 288. 1009.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1514.png,1514,00150
5,WATTS,,,"[[708. 439.]
 [878. 439.]
 [878. 502.]
 [708. 502.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1514.png,1514,123
0,CADENCE,46,0.999099612236023,"[[1122.  443.]
 [1340.  443.]
 [1340.  504.]
 [1122.  504.]]","[[1182.  520.]
 [1358.  520.]
 [1358.  651.]
 [1182.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1515.png,1515,46
1,CALORIES,3,0.9457934498786926,"[[1091.  798.]
 [1322.  802.]
 [1321.  864.]
 [1090.  859.]]","[[1158.  891.]
 [1240.  891.]
 [1240. 1001.]
 [1158. 1001.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1515.png,1515,3
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1515.png,1515,0n.
3,SPEED,17.7,0.9380571246147156,"[[216. 437.]
 [368. 437.]
 [368. 494.]
 [216. 494.]]","[[276. 500.]
 [516. 540.]
 [494. 671.]
 [254. 632.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1515.png,1515,1-1.1
4,TIME,0.2100:50,0.9503411054611206,"[[758. 798.]
 [882. 798.]
 [882. 860.]
 [758. 860.]]","[[ 287.  869.]
 [1014.  876.]
 [1013. 1013.]
 [ 286. 1006.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1515.png,1515,00150
5,WATTS,,,"[[708. 434.]
 [879. 442.]
 [876. 507.]
 [705. 499.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1515.png,1515,-
0,CADENCE,46,0.9994407892227173,"[[1122.  443.]
 [1340.  443.]
 [1340.  504.]
 [1122.  504.]]","[[1184.  520.]
 [1360.  520.]
 [1360.  651.]
 [1184.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1516.png,1516,46
1,CALORIES,3,0.9666910767555237,"[[1093.  800.]
 [1318.  804.]
 [1317.  862.]
 [1092.  857.]]","[[1160.  889.]
 [1242.  889.]
 [1242. 1001.]
 [1160. 1001.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1516.png,1516,3
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1516.png,1516,0.2.....1
3,SPEED,,,"[[216. 437.]
 [368. 437.]
 [368. 494.]
 [216. 494.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1516.png,1516,17.1
4,TIME,0.2100:50,0.9543605446815491,"[[758. 798.]
 [882. 798.]
 [882. 860.]
 [758. 860.]]","[[ 287.  869.]
 [1014.  876.]
 [1013. 1013.]
 [ 286. 1006.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1516.png,1516,00150
5,WATTS,,,"[[708. 441.]
 [878. 441.]
 [878. 504.]
 [708. 504.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1516.png,1516,123
0,CADENCE,46,0.9994608163833618,"[[1121.  442.]
 [1338.  447.]
 [1337.  503.]
 [1120.  498.]]","[[1182.  520.]
 [1358.  520.]
 [1358.  651.]
 [1182.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1517.png,1517,46
1,CALORIES,3,0.9601815938949585,"[[1093.  800.]
 [1319.  807.]
 [1317.  864.]
 [1091.  857.]]","[[1158.  891.]
 [1240.  891.]
 [1240. 1001.]
 [1158. 1001.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1517.png,1517,3
2,DISTANCE,,,"[[213. 794.]
 [450. 798.]
 [449. 854.]
 [212. 849.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1517.png,1517,-
3,SPEED,,,"[[215. 434.]
 [369. 439.]
 [367. 499.]
 [213. 494.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1517.png,1517,1-1.1
4,TIME,05:00120,0.9746320843696594,"[[758. 798.]
 [882. 798.]
 [882. 860.]
 [758. 860.]]","[[ 287.  869.]
 [1014.  876.]
 [1013. 1013.]
 [ 286. 1006.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1517.png,1517,00150
5,WATTS,,,"[[707. 436.]
 [879. 441.]
 [877. 505.]
 [705. 500.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1517.png,1517,123.
0,CADENCE,46,0.9966117143630981,"[[1122.  445.]
 [1338.  445.]
 [1338.  500.]
 [1122.  500.]]","[[1184.  518.]
 [1360.  518.]
 [1360.  651.]
 [1184.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1518.png,1518,46
1,CALORIES,3,0.9867362380027771,"[[1093.  798.]
 [1318.  802.]
 [1317.  864.]
 [1092.  859.]]","[[1160.  891.]
 [1240.  891.]
 [1240. 1001.]
 [1160. 1001.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1518.png,1518,3
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1518.png,1518,0.12-1
3,SPEED,,,"[[216. 437.]
 [368. 437.]
 [368. 494.]
 [216. 494.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1518.png,1518,1-1.1
4,TIME,05:00120,0.9794827699661255,"[[758. 798.]
 [882. 798.]
 [882. 858.]
 [758. 858.]]","[[ 287.  869.]
 [1014.  876.]
 [1013. 1013.]
 [ 286. 1006.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1518.png,1518,00150
5,WATTS,,,"[[707. 436.]
 [879. 441.]
 [877. 505.]
 [705. 500.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1518.png,1518,123_
0,CADENCE,46,0.9917235970497131,"[[1120.  441.]
 [1340.  441.]
 [1340.  502.]
 [1120.  502.]]","[[1184.  516.]
 [1358.  516.]
 [1358.  651.]
 [1184.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1519.png,1519,46
1,CALORIES,,,"[[1091.  796.]
 [1320.  800.]
 [1319.  862.]
 [1090.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1519.png,1519,3
2,DISTANCE,,,"[[214. 796.]
 [450. 796.]
 [450. 852.]
 [214. 852.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1519.png,1519,-
3,SPEED,17.,0.9613618850708008,"[[214. 435.]
 [368. 435.]
 [368. 492.]
 [214. 492.]]","[[264. 510.]
 [484. 510.]
 [484. 643.]
 [264. 643.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1519.png,1519,17.1
4,TIME,0.2.1.00:50,0.9192788600921631,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 290.  872.]
 [1014.  872.]
 [1014. 1003.]
 [ 290. 1003.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1519.png,1519,00150
5,WATTS,123,0.9821247458457947,"[[707. 434.]
 [879. 439.]
 [877. 503.]
 [705. 498.]]","[[ 744.  500.]
 [1074.  500.]
 [1074.  657.]
 [ 744.  657.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1519.png,1519,123_
0,CADENCE,46,0.9980451464653015,"[[1123.  440.]
 [1338.  445.]
 [1337.  503.]
 [1122.  498.]]","[[1184.  518.]
 [1358.  518.]
 [1358.  651.]
 [1184.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1520.png,1520,_46
1,CALORIES,,,"[[1091.  796.]
 [1322.  800.]
 [1321.  862.]
 [1090.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1520.png,1520,3
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1520.png,1520,0.21
3,SPEED,,,"[[214. 433.]
 [370. 433.]
 [370. 496.]
 [214. 496.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1520.png,1520,1-1.1
4,TIME,0.2100:50,0.9532115459442139,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 287.  867.]
 [1015.  876.]
 [1013. 1013.]
 [ 285. 1004.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1520.png,1520,00150
5,WATTS,,,"[[708. 439.]
 [878. 439.]
 [878. 502.]
 [708. 502.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1520.png,1520,123
0,CADENCE,46,0.9987197518348694,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1184.  518.]
 [1358.  518.]
 [1358.  651.]
 [1184.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1521.png,1521,46
1,CALORIES,,,"[[1091.  796.]
 [1320.  800.]
 [1319.  862.]
 [1090.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1521.png,1521,3
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1521.png,1521,0.21
3,SPEED,,,"[[214. 433.]
 [370. 433.]
 [370. 496.]
 [214. 496.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1521.png,1521,1-1.1
4,TIME,,,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1521.png,1521,00150
5,WATTS,,,"[[707. 434.]
 [879. 439.]
 [877. 505.]
 [705. 500.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1521.png,1521,123
0,CADENCE,46,0.9980615973472595,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1184.  518.]
 [1358.  518.]
 [1358.  651.]
 [1184.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1522.png,1522,46
1,CALORIES,3,0.9617078304290771,"[[1093.  798.]
 [1320.  802.]
 [1319.  860.]
 [1092.  855.]]","[[1158.  891.]
 [1238.  891.]
 [1238. 1001.]
 [1158. 1001.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1522.png,1522,3.-
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1522.png,1522,0.21..
3,SPEED,,,"[[215. 432.]
 [369. 437.]
 [367. 497.]
 [213. 492.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1522.png,1522,1-1.1
4,TIME,0.2100:50,0.9528028964996338,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 287.  867.]
 [1015.  876.]
 [1013. 1013.]
 [ 285. 1004.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1522.png,1522,00150
5,WATTS,,,"[[707. 434.]
 [879. 439.]
 [877. 505.]
 [705. 500.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1522.png,1522,123
0,CADENCE,46,0.9993569850921631,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1182.  518.]
 [1358.  518.]
 [1358.  651.]
 [1182.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1523.png,1523,46
1,CALORIES,,,"[[1091.  796.]
 [1322.  800.]
 [1321.  862.]
 [1090.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1523.png,1523,3
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1523.png,1523,0.21..
3,SPEED,,,"[[212. 433.]
 [370. 433.]
 [370. 496.]
 [212. 496.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1523.png,1523,1-1.1
4,TIME,,,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1523.png,1523,00150
5,WATTS,,,"[[707. 434.]
 [879. 439.]
 [877. 505.]
 [705. 500.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1523.png,1523,123
0,CADENCE,46,0.9975852966308594,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1184.  518.]
 [1358.  518.]
 [1358.  651.]
 [1184.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1524.png,1524,46
1,CALORIES,3,0.9871245622634888,"[[1091.  796.]
 [1322.  800.]
 [1321.  862.]
 [1090.  857.]]","[[1158.  891.]
 [1238.  891.]
 [1238. 1001.]
 [1158. 1001.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1524.png,1524,3
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1524.png,1524,0.21
3,SPEED,,,"[[215. 432.]
 [369. 437.]
 [367. 497.]
 [213. 492.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1524.png,1524,1-1.1
4,TIME,0.2100:50,0.9519851207733154,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 287.  867.]
 [1015.  876.]
 [1013. 1013.]
 [ 285. 1004.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1524.png,1524,00150
5,WATTS,,,"[[708. 439.]
 [878. 439.]
 [878. 502.]
 [708. 502.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1524.png,1524,123
0,CADENCE,46,0.9974887371063232,"[[1119.  436.]
 [1340.  441.]
 [1339.  503.]
 [1118.  498.]]","[[1184.  518.]
 [1358.  518.]
 [1358.  651.]
 [1184.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1525.png,1525,-
1,CALORIES,,,"[[1093.  796.]
 [1322.  800.]
 [1321.  862.]
 [1092.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1525.png,1525,3
2,DISTANCE,,,"[[216. 800.]
 [450. 800.]
 [450. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1525.png,1525,0.21
3,SPEED,,,"[[216. 435.]
 [368. 435.]
 [368. 492.]
 [216. 492.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1525.png,1525,1-1.1
4,TIME,0.2100:50,0.9481275081634521,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 287.  867.]
 [1014.  874.]
 [1013. 1011.]
 [ 286. 1004.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1525.png,1525,001_0
5,WATTS,,,"[[709. 434.]
 [879. 439.]
 [877. 503.]
 [707. 498.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1525.png,1525,123
0,CADENCE,46,0.9360449314117432,"[[1119.  436.]
 [1340.  441.]
 [1339.  503.]
 [1118.  498.]]","[[1184.  516.]
 [1358.  516.]
 [1358.  651.]
 [1184.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1526.png,1526,-
1,CALORIES,,,"[[1091.  796.]
 [1320.  800.]
 [1319.  862.]
 [1090.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1526.png,1526,3
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1526.png,1526,0.21
3,SPEED,,,"[[216. 435.]
 [368. 435.]
 [368. 492.]
 [216. 492.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1526.png,1526,1-1.1
4,TIME,05:00120,0.9684190154075623,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 287.  867.]
 [1014.  874.]
 [1013. 1011.]
 [ 286. 1004.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1526.png,1526,00150
5,WATTS,123,0.9902746677398682,"[[707. 434.]
 [879. 439.]
 [877. 503.]
 [705. 498.]]","[[ 748.  502.]
 [1012.  502.]
 [1012.  655.]
 [ 748.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1526.png,1526,123_
0,CADENCE,46,0.9965181350708008,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1184.  516.]
 [1358.  516.]
 [1358.  651.]
 [1184.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1527.png,1527,_46
1,CALORIES,3,0.9100350737571716,"[[1091.  796.]
 [1322.  800.]
 [1321.  862.]
 [1090.  857.]]","[[1160.  893.]
 [1236.  893.]
 [1236.  997.]
 [1160.  997.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1527.png,1527,3
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1527.png,1527,0.21
3,SPEED,,,"[[214. 433.]
 [370. 433.]
 [370. 496.]
 [214. 496.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1527.png,1527,1-1.1
4,TIME,0.2100:50,0.9497135877609253,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 287.  867.]
 [1017.  876.]
 [1015. 1013.]
 [ 285. 1004.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1527.png,1527,00150
5,WATTS,123,0.9896790385246277,"[[707. 434.]
 [879. 439.]
 [877. 503.]
 [705. 498.]]","[[ 748.  502.]
 [1014.  502.]
 [1014.  655.]
 [ 748.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1527.png,1527,123_
0,CADENCE,46,0.9991158246994019,"[[1122.  443.]
 [1340.  443.]
 [1340.  504.]
 [1122.  504.]]","[[1182.  520.]
 [1358.  520.]
 [1358.  651.]
 [1182.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1528.png,1528,46
1,CALORIES,3,0.9420372247695923,"[[1093.  800.]
 [1318.  804.]
 [1317.  862.]
 [1092.  857.]]","[[1158.  891.]
 [1240.  891.]
 [1240. 1001.]
 [1158. 1001.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1528.png,1528,3
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1528.png,1528,0127.
3,SPEED,,,"[[216. 437.]
 [368. 437.]
 [368. 494.]
 [216. 494.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1528.png,1528,1-1.1
4,TIME,05:00120,0.9731320142745972,"[[758. 798.]
 [882. 798.]
 [882. 860.]
 [758. 860.]]","[[ 287.  869.]
 [1014.  876.]
 [1013. 1013.]
 [ 286. 1006.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1528.png,1528,00150
5,WATTS,,,"[[707. 436.]
 [879. 441.]
 [877. 505.]
 [705. 500.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_1528.png,1528,123_
